RoboCop 3,4.2
Roman Holiday,7.8
Romeo Is Bleeding,5.7
Romper Stomper,6.6
Roommates,6.4
Roula,5
Ruby in Paradise,5.6
Rude,6
Rudy,7.2
Rumble in the Bronx,6.5
S.F.W.,6.1
Sabrina,6.2
Sabrina,7.4
Safe,7.2
Safe Passage,4.9
Savage Nights,6.2
Schindler's List,8.3
Scream of Stone,7.5
Screamers,6.1
Se7en,8.1
Searching for Bobby Fischer,7.3
Second Best,5.9
Senior Trip,5.7
Sense and Sensibility,7.2
Serial Mom,6.4
Set It Off,6.9
Sgt. Bilko,5.5
Shadow of Angels,4
Shadowlands,6.8
Shallow Grave,7
Shanghai Triad,6.5
She's the One,5.7
Shopping,5.6
Short Cuts,6.9
Showgirls,4.9
Singin' in the Rain,7.9
Sirens,5.2
Six Degrees of Separation,6.5
Sleepless in Seattle,6.5
Sliver,4.9
Small Faces,6.4
Small Wonders,0
Smoke,7.2
Snow White and the Seven Dwarfs,6.9
So Dear to My Heart,6.3
So I Married an Axe Murderer,6.1
Solo,3.9
Some Folks Call It a Sling Blade,7.5
Some Like It Hot,8
Somebody to Love,5.1
Someone Else's America,0
Something to Sing About,3.8
Something to Talk About,5.7
Son in Law,5.6
Sonic Outlaws,0
Space Jam,6.5
Spanking the Monkey,5.3
Species,5.5
Speechless,5.5
Speed,6.8
Spellbound,7.3
Spirits of the Dead,5.5
Spy Hard,4.9
Stalingrad,7.4
Star Trek: Generations,6.4
Star Wars,8.1
Stargate,6.8
Steal Big Steal Little,5.1
Stealing Beauty,6.6
Stefano Quantestorie,6
Stonewall,7.2
Strange Days,6.8
Strawberry and Chocolate,7.1
Street Fighter,4.1
Striking Distance,5.4
Striptease,4.4
Stuart Saves His Family,5
Sudden Death,5.5
Sunset Boulevard,8.2
Sunset Park,5.1
Super Mario Bros.,4
Surviving the Game,6.1
Suture,6
Sweet Nothing,5
Swimming with Sharks,6.7
Swiss Family Robinson,7
Switchblade Sisters,6.6
Tales from the Crypt: Demon Knight,6.7
Tales from the Hood,5.4
Talk of Angels,6.8
Tank Girl,5.5
Tarantella,0
Target,0
Taxi Driver,8.1
Terminal Velocity,5
Terminator 2: Judgment Day,7.7
That Darn Cat!,6.4
The 39 Steps,7.4
The Addiction,6.4
The Adventures of Pinocchio,5
"The Adventures of Priscilla, Queen of the Desert",7.2
The Adventures of Robin Hood,7.6
The African Queen,7.4
The Age of Innocence,7
The Air Up There,5.1
The Amazing Panda Adventure,5
The American President,6.5
The Apartment,8.1
The Apple Dumpling Gang,6.6
The Aristocats,7.1
The Arrival,6.1
The Baby-Sitters Club,5.3
The Babysitter,4.7
The Ballad of Narayama,6.4
The Band Wagon,7.1
The Basketball Diaries,7.2
"The Beans of Egypt, Maine",0
The Beverly Hillbillies,5
The Big Green,5.2
The Big Squeeze,5
The Birdcage,6.7
The Boys of St. Vincent,7
The Brady Bunch Movie,5.9
The Bridges of Madison County,7.3
The Brothers McMullen,6.3
The Browning Version,6
The Cable Guy,5.7
The Celluloid Closet,7
The Chamber,5.9
The City of Lost Children,7.6
The Client,6.4
The Confessional,6.5
The Convent,6.5
The Cowboy Way,5.1
The Craft,6.3
The Crossing Guard,6.1
The Crow,7.3
The Crow: City of Angels,5.2
The Cure,7.2
The Day the Sun Turned Cold,7
The Doom Generation,5.6
The Endless Summer 2,7.1
The Englishman Who Went Up a Hill But Came Down a Mountain,6.1
The Escort,5
The Eye of Vichy,0
The Fan,5.7
The Favor,3.3
The Fear,3.4
The Firm,6.6
The First Wives Club,6.5
The Flintstones,5
The Flower of My Secret,6.9
The Frighteners,6.7
The Fugitive,7.2
The Gate of Heavenly Peace,6.7
The Gay Divorcee,7.2
The Getaway,5.4
The Ghost and Mrs. Muir,7.3
The Glass Shield,5.4
The Glimmer Man,4.7
The Godfather,8.5
The Grass Harp,6.1
The Great White Hype,5.1
"The Haunted World of Edward D. Wood, Jr.",10
The Horseman on the Roof,6.7
The House of the Spirits,6.7
The Hudsucker Proxy,7.1
The Hunchback of Notre Dame,6.8
The Hunted,6
The Indian in the Cupboard,5.9
The Inkwell,3.9
The Inspector General,6.2
The Island of Dr. Moreau,4.6
The Jar,8
The Jerky Boys,4.8
The Journey of August King,6.7
The Jungle Book,5.9
The Juror,5.5
The Land Before Time III: The Time of the Great Giving,6.1
The Last of the High Kings,5.7
The Last Supper,6.5
The Last Time I Saw Paris,5.1
The Lion King,8
The Little Princess,7
The Little Rascals,6.3
The Love Bug,6
The Madness of King George,6.7
The Maltese Falcon,7.8
The Man from Down Under,0
The Man without a Face,6.2
The Mark of Zorro,7.1
The Mask,6.6
The Naked Gun 33⅓: The Final Insult,6.4
The Neon Bible,7.2
The Net,5.6
The Neverending Story III: Escape from Fantasia,4.4
The New Age,4.8
The Next Karate Kid,4.8
The Nightmare Before Christmas,7.6
The Nutty Professor,5.4
The Old Lady Who Walked in the Sea,0
The Outlaw,4.9
The Pagemaster,6.2
The Pallbearer,4.6
The Paper,6.1
The Parent Trap,6.8
The Perez Family,6.6
The Phantom,4.7
The Philadelphia Story,7.7
The Piano,7.1
The Pompatus of Love,5.3
The Postman,7.6
The Program,6
The Promise,5
The Prophecy,6.4
The Puppet Masters,5.6
The Quest,5.3
The Quick and the Dead,6.2
The Ref,6.7
The Relic,5.8
The Reluctant Debutante,6.6
The Remains of the Day,7.5
The Rich Man's Wife,4.9
The River Wild,6.1
The Road to Wellville,5.5
The Rock,6.9
The Run of the Country,8
The Saint of Fort Washington,4
The Santa Clause,6.3
The Scarlet Letter,5.5
The Scarlet Letter,8.3
The Scout,5.3
The Secret Adventures of Tom Thumb,7.1
The Secret Garden,7.1
The Secret of Roan Inish,6.1
The Shadow,5.4
The Shaggy Dog,6.2
The Shawshank Redemption,8.5
The Show,5.3
The Silence of the Lambs,8.1
The Silences of the Palace,4.3
The Slingshot,6.2
The Specialist,5.5
The Spitfire Grill,6.8
The Star Maker,6.8
The Stars Fell on Henrietta,6.6
The Story of Xinghua,0
The Stupids,4.2
The Substitute,5.8
The Sum of Us,6
The Superwife,5.3
The Swan Princess,6.5
The Sword in the Stone,6.9
The Thin Man,7.4
The Three Caballeros,6.2
The Three Musketeers,6.2
The Tie That Binds,4.6
The Trigger Effect,6.6
The Truth About Cats & Dogs,5.7
The Umbrellas of Cherbourg,7.6
The Underneath,5.6
The Usual Suspects,8.1
The Visitors,7.1
The Walking Dead,6.6
The War,6.3
The War Room,7.3
The White Balloon,7.5
The Wild Bunch,7.7
The Wizard of Oz,7.4
The Women,6.4
"The Wonderful, Horrible Life of Leni Riefenstahl",7.3
The Wooden Man's Bride,6.5
The World of Apu,8.2
The Young Poisoner's Handbook,6.9
Theodore Rex,3.6
They Bite,5.5
They Made Me a Criminal,5.6
Things to Do in Denver When You're Dead,6.7
Thinner,5.5
Thirty Two Short Films About Glenn Gould,7.4
Three Colors: Blue,7.7
Three Colors: Red,7.8
Three Colors: White,7.3
Three Wishes,6.1
Threesome,6.3
Tigrero: A Film That Was Never Made,7.5
Til There Was You,3.9
Timecop,5.5
Tin Cup,5.9
To Be or Not to Be,7.7
To Catch a Thief,7.1
To Cross the Rubicon,0
To Die For,6.7
To Live,7.7
"To Wong Foo, Thanks for Everything! Julie Newmar",6.3
Tom & Viv,5.8
Tom and Huck,5.4
Tombstone,7.4
Tommy Boy,6.8
Top Hat,7.4
Total Eclipse,6.5
Tough and Deadly,6.3
Touki Bouki,7.3
Toy Story,7.7
Trainspotting,7.8
Trial by Jury,5.5
True Crime,5.1
True Lies,6.8
True Romance,7.5
Twelfth Night,7
Twelve Monkeys,7.4
Twister,6.1
Two Bits,5.4
Two Deaths,7
Two Friends,0
Two If by Sea,4.5
Two Much,5.1
Und keiner weint mir nach,0
Under Siege 2: Dark Territory,5.6
Under The Domim Tree,6.5
Underground,7.5
Unforgettable,5.3
Unstrung Heroes,6.4
Unzipped,6
Up Close & Personal,5.9
Vampire in Brooklyn,4.5
Vanya on 42nd Street,6.1
Venice,7.5
Vermont Is for Lovers,0
Vertigo,8
Village of the Damned,5.6
Virgin Mary,7
Virtuosity,5.4
Vive L'Amour,7.3
Waiting to Exhale,6.1
Walking and Talking,6.6
War Stories Our Mother Never Told Us,0
Waterworld,5.9
Welcome to the Dollhouse,6.9
What Happened Was...,7
What's Eating Gilbert Grape,7.5
What's Love Got to Do with It,6.9
When a Man Loves a Woman,6
When Night Is Falling,5.9
While You Were Sleeping,6.5
White Man's Burden,5.1
White Squall,6.3
Wide Eyed and Legless,0
Widows' Peak,4.3
Wife,0
Wild Bill,5.9
Wild Reeds,7.4
Window to Paris,6
Windows,5.8
Wings of Courage,6.8
Winnie the Pooh and the Blustery Day,7.8
With Honors,6.1
Wolf,6
Wyatt Earp,6.5
Yankee Zulu,6
"Yes, Madam",7.4
